Cape Brink,SPEAROW,31,ODDISH,30,ODDISH,32,GLOOM,36,FEAROW,36,MEOWTH,31,GLOOM,38,PSYDUCK,31,GOLDUCK,37,PERSIAN,37,GOLDUCK,40,PERSIAN,40
Cerulean Cave 1F,MAGNETON,49,PARASECT,49,GOLBAT,46,MACHOKE,46,PRIMEAPE,52,DITTO,52,ELECTRODE,58,PARASECT,58,GOLBAT,55,WOBBUFFET,55,PRIMEAPE,61,DITTO,61
Cerulean Cave 2F,GOLBAT,49,MACHOKE,49,MAGNETON,52,PARASECT,52,KADABRA,55,DITTO,55,GOLBAT,58,WOBBUFFET,58,ELECTRODE,61,PARASECT,61,KADABRA,64,DITTO,64
Cerulean Cave B1F,KADABRA,58,DITTO,58,MAGNETON,55,PARASECT,55,GOLBAT,52,MACHOKE,52,KADABRA,67,DITTO,67,ELECTRODE,64,PARASECT,64,GOLBAT,61,WOBBUFFET,61
Diglett's Cave,DIGLETT,18,DIGLETT,19,DIGLETT,17,DIGLETT,15,DIGLETT,16,DIGLETT,20,DIGLETT,21,DIGLETT,22,DIGLETT,17,DUGTRIO,29,DIGLETT,17,DUGTRIO,31
Five Isle Meadow,PIDGEY,44,SENTRET,10,PIDGEOTTO,48,HOPPIP,10,SENTRET,15,MEOWTH,41,HOPPIP,15,PSYDUCK,41,PIDGEOTTO,50,PERSIAN,47,PIDGEOTTO,50,PERSIAN,50
Icefall Cave 1F,SWINUB,25,GOLBAT,45,SEEL,45,SWINUB,27,ZUBAT,40,SWINUB,29,DELIBIRD,30,SWINUB,31,GOLBAT,48,SWINUB,23,GOLBAT,48,SWINUB,23
Icefall Cave Back Cavern,SEEL,43,GOLBAT,45,SEEL,45,SEEL,47,ZUBAT,40,DEWGONG,49,DEWGONG,51,PSYDUCK,41,GOLBAT,48,DEWGONG,53,GOLBAT,48,DEWGONG,53
Icefall Cave BF,SWINUB,25,GOLBAT,45,SEEL,45,SWINUB,27,ZUBAT,40,SWINUB,29,DELIBIRD,30,SWINUB,31,GOLBAT,48,SWINUB,23,GOLBAT,48,SWINUB,23
Icefall Cave Entrance,SEEL,43,GOLBAT,45,SEEL,45,SEEL,47,ZUBAT,40,DEWGONG,49,DEWGONG,51,PSYDUCK,41,GOLBAT,48,DEWGONG,53,GOLBAT,48,DEWGONG,53
Kindle Road,SPEAROW,32,PONYTA,34,FEAROW,36,PONYTA,31,GEODUDE,31,MEOWTH,31,SPEAROW,30,PSYDUCK,34,RAPIDASH,37,PERSIAN,37,RAPIDASH,40,PERSIAN,40
Lost Cave (All Rooms),GASTLY,40,ZUBAT,37,HAUNTER,44,HAUNTER,46,GOLBAT,41,GOLBAT,43,GASTLY,38,HAUNTER,48,HAUNTER,50,MURKROW,22,HAUNTER,52,MURKROW,22
Memorial Pillar,HOPPIP,10,HOPPIP,12,HOPPIP,8,HOPPIP,14,HOPPIP,10,HOPPIP,12,HOPPIP,16,HOPPIP,6,HOPPIP,8,HOPPIP,14,HOPPIP,8,HOPPIP,14
Mt. Ember Exterior,PONYTA,30,FEAROW,38,PONYTA,33,SPEAROW,32,MACHOP,35,GEODUDE,33,PONYTA,36,FEAROW,40,SPEAROW,30,RAPIDASH,39,SPEAROW,30,RAPIDASH,42
Mt. Ember Ruby Path 1F,GEODUDE,36,MACHOP,38,GEODUDE,32,GEODUDE,34,MACHOP,34,MACHOP,36,GEODUDE,38,MACHOKE,40,GEODUDE,40,MACHOKE,42,GEODUDE,40,MACHOKE,42
Mt. Ember Ruby Path B1F,GEODUDE,38,GEODUDE,36,GEODUDE,34,GEODUDE,40,SLUGMA,24,SLUGMA,26,GEODUDE,42,SLUGMA,28,GEODUDE,42,SLUGMA,30,GEODUDE,42,SLUGMA,30
Mt. Ember Ruby Path B2F,GEODUDE,40,SLUGMA,26,GEODUDE,42,SLUGMA,24,SLUGMA,28,SLUGMA,30,GEODUDE,44,SLUGMA,32,GEODUDE,44,SLUGMA,22,GEODUDE,44,SLUGMA,22
Mt. Ember Ruby Path B3F,SLUGMA,26,SLUGMA,28,SLUGMA,30,SLUGMA,32,SLUGMA,24,SLUGMA,22,SLUGMA,20,SLUGMA,34,SLUGMA,36,SLUGMA,18,SLUGMA,36,SLUGMA,18
Mt. Ember Summit Path 1F,GEODUDE,33,MACHOP,35,GEODUDE,29,GEODUDE,31,MACHOP,31,MACHOP,33,GEODUDE,35,MACHOP,37,GEODUDE,37,MACHOP,39,GEODUDE,37,MACHOP,39
Mt. Ember Summit Path 2F,GEODUDE,34,MACHOP,36,GEODUDE,30,GEODUDE,32,MACHOP,32,MACHOP,34,MACHOKE,38,MACHOKE,38,MACHOKE,40,MACHOKE,40,MACHOKE,40,MACHOKE,40
Mt. Ember Summit Path 3F,GEODUDE,33,MACHOP,35,GEODUDE,29,GEODUDE,31,MACHOP,31,MACHOP,33,GEODUDE,35,MACHOP,37,GEODUDE,37,MACHOP,39,GEODUDE,37,MACHOP,39
Mt. Moon 1F,ZUBAT,7,ZUBAT,8,GEODUDE,7,ZUBAT,9,ZUBAT,10,GEODUDE,8,GEODUDE,9,PARAS,8,ZUBAT,7,ZUBAT,7,ZUBAT,7,CLEFAIRY,8
Mt. Moon B1F,PARAS,7,PARAS,8,PARAS,5,PARAS,6,PARAS,9,PARAS,10,PARAS,7,PARAS,8,PARAS,5,PARAS,6,PARAS,9,PARAS,10
Mt. Moon B2F,ZUBAT,8,GEODUDE,9,ZUBAT,9,ZUBAT,10,GEODUDE,10,PARAS,10,PARAS,12,CLEFAIRY,10,ZUBAT,11,ZUBAT,11,ZUBAT,11,CLEFAIRY,12
Pattern Bush,SPINARAK,9,KAKUNA,9,SPINARAK,14,CATERPIE,6,WEEDLE,6,HERACROSS,15,METAPOD,9,HERACROSS,20,LEDYBA,9,HERACROSS,25,LEDYBA,14,HERACROSS,30
Pokémon Mansion Basement,KOFFING,28,RATICATE,34,KOFFING,30,DITTO,30,GROWLITHE,30,RATICATE,38,GRIMER,28,WEEZING,34,GROWLITHE,32,RATTATA,26,GROWLITHE,32,RATTATA,26
Pokémon Mansion Upper Floors,KOFFING,28,RATICATE,32,KOFFING,30,RATICATE,36,GROWLITHE,30,RATTATA,28,GRIMER,28,WEEZING,32,GROWLITHE,32,RATTATA,26,GROWLITHE,32,RATTATA,26
Pokémon Tower 3F,GASTLY,15,GASTLY,16,GASTLY,17,GASTLY,13,GASTLY,14,GASTLY,18,GASTLY,19,CUBONE,15,GASTLY,17,CUBONE,17,GASTLY,17,HAUNTER,20
Pokémon Tower 4F,GASTLY,15,GASTLY,16,GASTLY,17,GASTLY,13,GASTLY,14,GASTLY,18,HAUNTER,20,CUBONE,15,GASTLY,17,CUBONE,17,GASTLY,17,GASTLY,19
Pokémon Tower 5F,GASTLY,15,GASTLY,16,GASTLY,17,GASTLY,13,GASTLY,14,GASTLY,18,HAUNTER,20,CUBONE,15,GASTLY,17,CUBONE,17,GASTLY,17,GASTLY,19
Pokémon Tower 6F,GASTLY,16,GASTLY,17,GASTLY,18,GASTLY,14,GASTLY,15,GASTLY,19,HAUNTER,21,CUBONE,17,GASTLY,18,CUBONE,19,GASTLY,18,HAUNTER,23
Pokémon Tower 7F,GASTLY,16,GASTLY,17,GASTLY,18,GASTLY,15,GASTLY,19,HAUNTER,23,CUBONE,17,CUBONE,19,GASTLY,18,HAUNTER,23,GASTLY,18,HAUNTER,25
Power Plant,VOLTORB,22,MAGNEMITE,22,VOLTORB,25,MAGNEMITE,25,PIKACHU,22,PIKACHU,24,MAGNETON,31,MAGNETON,34,PIKACHU,26,ELECTABUZZ,32,PIKACHU,26,ELECTABUZZ,35
Rock Tunnel 1F,ZUBAT,15,GEODUDE,16,MANKEY,16,GEODUDE,17,ZUBAT,16,MACHOP,16,MANKEY,17,MACHOP,17,GEODUDE,15,ONIX,13,GEODUDE,15,ONIX,15
Rock Tunnel B1F,ZUBAT,16,GEODUDE,17,MANKEY,17,GEODUDE,16,ZUBAT,15,MACHOP,17,MANKEY,16,ONIX,13,GEODUDE,15,ONIX,15,GEODUDE,15,ONIX,17
Route 1,PIDGEY,3,RATTATA,3,PIDGEY,3,RATTATA,3,PIDGEY,2,RATTATA,2,PIDGEY,3,RATTATA,3,PIDGEY,4,RATTATA,4,PIDGEY,5,RATTATA,4
Route 10,SPEAROW,16,VOLTORB,16,EKANS,11,EKANS,15,SPEAROW,13,VOLTORB,14,SPEAROW,17,VOLTORB,17,VOLTORB,14,EKANS,13,VOLTORB,14,EKANS,17
Route 11,EKANS,14,SPEAROW,15,EKANS,12,SPEAROW,13,DROWZEE,11,DROWZEE,13,EKANS,15,SPEAROW,17,EKANS,12,DROWZEE,15,EKANS,12,DROWZEE,15
Route 12,ODDISH,24,VENONAT,24,ODDISH,22,PIDGEY,23,PIDGEY,25,VENONAT,26,ODDISH,26,PIDGEY,27,PIDGEY,23,GLOOM,28,PIDGEY,23,GLOOM,30
Route 13,ODDISH,24,VENONAT,24,ODDISH,22,PIDGEY,27,PIDGEY,25,VENONAT,26,ODDISH,26,DITTO,25,PIDGEOTTO,29,GLOOM,28,PIDGEOTTO,29,GLOOM,30
Route 14,ODDISH,24,VENONAT,24,ODDISH,22,DITTO,23,PIDGEY,27,VENONAT,26,ODDISH,26,GLOOM,30,DITTO,23,PIDGEOTTO,29,DITTO,23,PIDGEOTTO,29
Route 15,ODDISH,24,VENONAT,24,ODDISH,22,PIDGEY,27,PIDGEY,25,VENONAT,26,ODDISH,26,DITTO,25,PIDGEOTTO,29,GLOOM,28,PIDGEOTTO,29,GLOOM,30
Route 16,SPEAROW,20,DODUO,18,RATTATA,18,RATTATA,20,SPEAROW,22,DODUO,20,RATTATA,22,DODUO,22,RATTATA,18,RATICATE,23,RATTATA,18,RATICATE,25
Route 17,SPEAROW,20,DODUO,24,SPEAROW,22,DODUO,26,RATICATE,25,RATICATE,27,DODUO,28,RATICATE,29,RATTATA,22,FEAROW,25,RATTATA,22,FEAROW,27
Route 18,SPEAROW,20,DODUO,24,SPEAROW,22,DODUO,26,RATICATE,25,FEAROW,25,DODUO,28,RATICATE,29,RATTATA,22,FEAROW,27,RATTATA,22,FEAROW,29
Route 2,RATTATA,3,PIDGEY,3,RATTATA,4,PIDGEY,4,RATTATA,2,PIDGEY,2,RATTATA,5,PIDGEY,5,CATERPIE,4,WEEDLE,4,CATERPIE,5,WEEDLE,5
Route 21,TANGELA,22,TANGELA,23,TANGELA,24,TANGELA,21,TANGELA,25,TANGELA,20,TANGELA,19,TANGELA,26,TANGELA,18,TANGELA,27,TANGELA,17,TANGELA,28
Route 22,RATTATA,3,MANKEY,3,RATTATA,4,MANKEY,4,RATTATA,2,MANKEY,2,SPEAROW,3,SPEAROW,5,RATTATA,5,MANKEY,5,RATTATA,5,MANKEY,5
Route 23,MANKEY,32,FEAROW,40,MANKEY,34,SPEAROW,34,EKANS,32,EKANS,34,PRIMEAPE,42,ARBOK,44,SPEAROW,32,FEAROW,42,SPEAROW,32,FEAROW,44
Route 24,WEEDLE,7,CATERPIE,7,PIDGEY,11,ODDISH,12,ODDISH,13,ABRA,10,PIDGEY,13,ODDISH,14,KAKUNA,8,ABRA,8,METAPOD,8,ABRA,12
Route 25,WEEDLE,8,CATERPIE,8,PIDGEY,13,ODDISH,14,ODDISH,13,ABRA,11,PIDGEY,11,ODDISH,12,KAKUNA,9,ABRA,9,METAPOD,9,ABRA,13
Route 3,SPEAROW,6,PIDGEY,6,SPEAROW,7,MANKEY,7,NIDORAN M,6,PIDGEY,7,SPEAROW,8,JIGGLYPUFF,3,NIDORAN M,7,JIGGLYPUFF,5,NIDORAN F,6,JIGGLYPUFF,7
Route 4,SPEAROW,10,RATTATA,10,EKANS,6,EKANS,10,SPEAROW,8,RATTATA,8,SPEAROW,12,RATTATA,12,MANKEY,10,EKANS,8,MANKEY,12,EKANS,12
Route 5,MEOWTH,10,PIDGEY,13,ODDISH,13,MEOWTH,12,ODDISH,15,PIDGEY,15,ODDISH,16,PIDGEY,16,PIDGEY,15,MEOWTH,14,PIDGEY,15,MEOWTH,16
Route 6,MEOWTH,10,PIDGEY,13,ODDISH,13,MEOWTH,12,ODDISH,15,PIDGEY,15,ODDISH,16,PIDGEY,16,PIDGEY,15,MEOWTH,14,PIDGEY,15,MEOWTH,16
Route 7,PIDGEY,19,MEOWTH,17,ODDISH,19,MEOWTH,18,PIDGEY,22,ODDISH,22,GROWLITHE,18,GROWLITHE,20,MEOWTH,17,MEOWTH,19,MEOWTH,17,MEOWTH,20
Route 8,PIDGEY,18,MEOWTH,18,GROWLITHE,16,PIDGEY,20,MEOWTH,20,EKANS,17,GROWLITHE,17,EKANS,19,EKANS,17,GROWLITHE,15,EKANS,17,GROWLITHE,18
Route 9,SPEAROW,16,RATTATA,16,EKANS,11,EKANS,15,SPEAROW,13,RATTATA,14,SPEAROW,17,RATTATA,17,RATTATA,14,EKANS,13,RATTATA,14,EKANS,17
Ruin Valley,NATU,15,SPEAROW,44,YANMA,18,WOOPER,15,FEAROW,49,MEOWTH,43,WOBBUFFET,25,PSYDUCK,41,NATU,20,PERSIAN,49,NATU,20,PERSIAN,52
Safari Zone Area 1 - East,NIDORAN M,24,DODUO,26,EXEGGCUTE,23,EXEGGCUTE,25,PARAS,22,NIDORINO,33,NIDORAN F,24,PARASECT,25,PARAS,22,KANGASKHAN,25,PARAS,22,SCYTHER,28
Safari Zone Area 2 - North,RHYHORN,26,NIDORAN M,30,EXEGGCUTE,25,EXEGGCUTE,27,PARAS,23,NIDORINO,30,NIDORINA,30,VENOMOTH,32,PARAS,23,CHANSEY,26,PARAS,23,TAUROS,28
Safari Zone Area 3 - West,DODUO,26,NIDORAN M,22,EXEGGCUTE,25,EXEGGCUTE,27,VENONAT,23,NIDORINO,30,NIDORAN F,30,VENOMOTH,32,VENONAT,23,TAUROS,25,VENONAT,23,KANGASKHAN,28
Safari Zone Entrance,RHYHORN,25,NIDORAN M,22,EXEGGCUTE,24,EXEGGCUTE,25,VENONAT,22,NIDORINO,31,NIDORINA,31,PARASECT,30,VENONAT,22,SCYTHER,23,VENONAT,22,CHANSEY,23
Seafoam Islands 1F,PSYDUCK,27,PSYDUCK,29,PSYDUCK,31,ZUBAT,22,ZUBAT,22,ZUBAT,24,GOLBAT,26,GOLBAT,28,PSYDUCK,33,ZUBAT,26,PSYDUCK,26,GOLBAT,30
Seafoam Islands B1F,PSYDUCK,29,PSYDUCK,31,SEEL,28,ZUBAT,22,ZUBAT,22,ZUBAT,24,GOLBAT,26,GOLBAT,28,GOLDUCK,33,ZUBAT,26,GOLDUCK,35,GOLBAT,30
Seafoam Islands B2F,PSYDUCK,30,PSYDUCK,32,SEEL,30,SEEL,32,ZUBAT,22,ZUBAT,24,GOLBAT,26,GOLDUCK,34,GOLDUCK,32,GOLBAT,28,GOLDUCK,32,GOLBAT,30
Seafoam Islands B3F,SEEL,30,SEEL,32,PSYDUCK,32,PSYDUCK,30,GOLDUCK,32,ZUBAT,24,GOLBAT,26,GOLDUCK,34,DEWGONG,32,GOLBAT,28,DEWGONG,34,GOLBAT,30
Seafoam Islands B4F,SEEL,30,SEEL,32,PSYDUCK,32,SEEL,34,GOLDUCK,32,GOLBAT,26,DEWGONG,34,GOLDUCK,34,DEWGONG,36,GOLBAT,28,DEWGONG,36,GOLBAT,30
Sevault Canyon Entrance,SPEAROW,44,SENTRET,10,PHANPY,10,FEAROW,48,SENTRET,15,MEOWTH,41,FEAROW,50,PSYDUCK,41,PHANPY,15,PERSIAN,47,PHANPY,15,PERSIAN,50
Sevault Canyon,GEODUDE,46,PHANPY,15,CUBONE,46,FEAROW,50,MAROWAK,52,MEOWTH,43,ONIX,54,SKARMORY,30,LARVITAR,15,PERSIAN,49,LARVITAR,20,PERSIAN,52
Tanoby Ruins Chambers,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25,UNOWN,25
Three Isle Port,DUNSPARCE,15,DUNSPARCE,15,DUNSPARCE,10,DUNSPARCE,10,DUNSPARCE,20,DUNSPARCE,20,DUNSPARCE,25,DUNSPARCE,30,DUNSPARCE,25,DUNSPARCE,30,DUNSPARCE,5,DUNSPARCE,35
Treasure Beach,SPEAROW,32,TANGELA,33,SPEAROW,31,TANGELA,35,FEAROW,36,MEOWTH,31,FEAROW,38,PSYDUCK,31,FEAROW,40,PERSIAN,37,FEAROW,40,PERSIAN,40
Victory Road 1F,MACHOP,32,GEODUDE,32,ONIX,40,ONIX,43,ONIX,46,ZUBAT,32,ARBOK,44,GOLBAT,44,MAROWAK,44,MACHOKE,44,MACHOKE,46,MAROWAK,46
Victory Road 2F,MACHOP,34,GEODUDE,34,PRIMEAPE,42,ONIX,45,ONIX,48,ZUBAT,34,ARBOK,46,GOLBAT,46,MAROWAK,46,MACHOKE,46,MACHOKE,48,MAROWAK,48
Victory Road 3F,MACHOP,32,GEODUDE,32,ONIX,40,ONIX,43,ONIX,46,ZUBAT,32,ARBOK,44,GOLBAT,44,MAROWAK,44,MACHOKE,44,MACHOKE,46,MAROWAK,46
Viridian Forest,CATERPIE,4,WEEDLE,4,CATERPIE,5,WEEDLE,5,CATERPIE,3,WEEDLE,3,METAPOD,5,KAKUNA,5,KAKUNA,4,PIKACHU,3,KAKUNA,6,PIKACHU,5
Water Path,SPEAROW,44,SENTRET,10,ODDISH,44,FEAROW,48,SENTRET,15,MEOWTH,41,GLOOM,48,PSYDUCK,41,FEAROW,50,PERSIAN,47,FEAROW,50,PERSIAN,50
